iter	RMSE
0	0.01713068062
1	0.01642297574
2	0.01574941301
3	0.01510292952
4	0.01449077429
5	0.01389803453
6	0.01336519235
7	0.01282947035
8	0.01233097054
9	0.01185942367
10	0.0114165574
11	0.01099886328
12	0.01058584365
13	0.01019616002
14	0.009825061691
15	0.009464663642
16	0.009135911136
17	0.008819729095
18	0.008531205232
19	0.008252538768
20	0.007984998005
21	0.007733038051
22	0.007499593408
23	0.007276332431
24	0.007063587299
25	0.006860109033
26	0.006661478949
27	0.006479973131
28	0.00631629757
29	0.006145442813
30	0.005992339508
31	0.005846612278
32	0.00570373754
33	0.005576058117
34	0.005453102029
35	0.005333179585
36	0.005225001055
37	0.005111696386
38	0.005007537354
39	0.004920289256
40	0.004837521783
41	0.004754704352
42	0.004672214734
43	0.004595622034
44	0.00452379295
45	0.004456108008
46	0.004389751534
47	0.004329326104
48	0.004275024375
49	0.00422017532
50	0.004167957545
51	0.004121043686
52	0.004075188601
53	0.004035950714
54	0.003992468944
55	0.00395258009
56	0.003917277923
57	0.003879815952
58	0.003846781492
59	0.003817056982
60	0.003783877034
61	0.003754410549
62	0.00372670037
63	0.003700193363
64	0.003672550378
65	0.003649815299
66	0.003624002001
67	0.003602262638
68	0.003580267882
69	0.003556478046
70	0.003537142053
71	0.003520853249
72	0.003502667514
73	0.003478903827
74	0.0034657356
75	0.003450540687
76	0.003434195984
77	0.003417846606
78	0.003401150299
79	0.003384882854
80	0.003370977368
81	0.003358317027
82	0.003343853691
83	0.00333173073
84	0.003318042392
85	0.003304683571
86	0.003292917473
87	0.003281225776
88	0.003271730054
89	0.003258966527
90	0.003248594826
91	0.00323903307
92	0.003226163064
93	0.00321875954
94	0.003209107038
95	0.003199917222
96	0.00318906734
97	0.003180468516
98	0.003171902956
99	0.003164719205
100	0.003156220325
101	0.00314605767
102	0.003137338224
103	0.003130243454
104	0.003122859807
105	0.003116541115
106	0.003111108582
107	0.003102832421
108	0.003094737761
109	0.003089000922
110	0.003080982683
111	0.003072971739
112	0.003063326567
113	0.003056587271
114	0.003049286083
115	0.003044307435
116	0.00303769769
117	0.003029128401
118	0.003020830123
119	0.003013752911
120	0.003007255776
121	0.003000329694
122	0.002993549367
123	0.00298558065
124	0.002976966663
125	0.002973650502
126	0.002968059785
127	0.002959708794
128	0.00295214319
129	0.00294488149
130	0.002940351804
131	0.002931671429
132	0.002925670056
133	0.002917692011
134	0.002912697596
135	0.002906757012
136	0.002901271107
137	0.002895333366
138	0.002886922946
139	0.002881100607
140	0.002875841381
141	0.002869070143
142	0.002862952049
143	0.00285898202
144	0.002852768354
145	0.002845943906
146	0.002840026954
147	0.002833071809
148	0.002827681504
149	0.00282286132
150	0.002819232374
151	0.002813454377
152	0.002807444234
153	0.00280181007
154	0.002795216706
155	0.00279076976
156	0.002786409212
157	0.002777844805
158	0.00277289854
159	0.002767841549
160	0.002762203553
161	0.002758568623
162	0.002754222549
163	0.002749359718
164	0.002742185435
165	0.002739216227
166	0.002733189542
167	0.002729395973
168	0.00272390897
169	0.002719756641
170	0.002715235325
171	0.002709954602
172	0.002705162821
173	0.00270095199
174	0.002695146085
175	0.002689485281
176	0.002682919955
177	0.002677572101
178	0.002673458703
179	0.002668326546
180	0.002664484832
181	0.002658436376
182	0.002653118036
183	0.002650271344
184	0.002646181956
185	0.002641440009
186	0.002637042405
187	0.002632508451
188	0.002626490941
189	0.002622220488
190	0.002618360593
191	0.002612589745
192	0.002609024672
193	0.002605163727
194	0.002601941084
195	0.002597721172
196	0.002593987072
197	0.002588528992
198	0.00258526158
199	0.002579853626
200	0.002575549872
201	0.00257014823
202	0.002566856782
203	0.00256203397
204	0.00255782966
205	0.002553741017
206	0.002548431225
207	0.002543433942
208	0.002540158744
209	0.002535156646
210	0.002530965436
211	0.002528647513
212	0.002524437927
213	0.002519701875
214	0.002513967092
215	0.002509155179
216	0.002503913691
217	0.002500563548
218	0.002496246388
219	0.002493064964
220	0.002490235745
221	0.002485388293
222	0.002480458058
223	0.002476905137
224	0.002473967305
225	0.002470299763
226	0.00246663807
227	0.002463777259
228	0.00246044696
229	0.002454826464
230	0.002450602003
231	0.002446375645
232	0.002442986359
233	0.002438621211
234	0.002433877692
235	0.00243057755
236	0.002427453088
237	0.002424135209
238	0.002420763539
239	0.002415331181
240	0.002412310675
241	0.002408642434
242	0.002406864347
243	0.002402482096
244	0.002399622163
245	0.002395021228
246	0.002390797251
247	0.002387075484
248	0.002383741456
249	0.002380485672
250	0.002378720263
251	0.002375204443
252	0.002372585244
253	0.00236806358
254	0.002364999163
255	0.002361375678
256	0.002358191857
257	0.002355730574
258	0.002351582789
259	0.002347366132
260	0.002344553594
261	0.002340607977
262	0.002338506531
263	0.002335115963
264	0.002332185316
265	0.002328182727
266	0.002323846049
267	0.002321478604
268	0.002319365302
269	0.002316900181
270	0.002313939677
271	0.002312396076
272	0.00230957784
273	0.002307618653
274	0.002304647138
275	0.00230205571
276	0.002300544879
277	0.002298144458
278	0.002295297385
279	0.002292228891
280	0.002288664941
281	0.002286475954
282	0.002285134951
283	0.002281051965
284	0.002277806933
285	0.002274010521
286	0.00227151504
287	0.002269693525
288	0.002267869794
289	0.002265075977
290	0.002262255552
291	0.002260874213
292	0.002260169008
293	0.002257686812
294	0.002255106237
295	0.002251639425
296	0.002247817814
297	0.002246619987
298	0.00224458621
299	0.002242228736
300	0.00223926818
301	0.002234931713
302	0.002231743366
303	0.002228895743
304	0.002225723927
305	0.002223276949
306	0.002221377383
307	0.002220280771
308	0.002216682498
309	0.002213134761
310	0.002210455781
311	0.002208650436
312	0.002205925365
313	0.002202822896
314	0.002200308518
315	0.002197193488
316	0.002195135437
317	0.002193316717
318	0.002190897452
319	0.002187899118
320	0.002185112873
321	0.002183102346
322	0.002181373394
323	0.002177816941
324	0.00217436967
325	0.002171713179
326	0.002170960622
327	0.002169940245
328	0.002166405732
329	0.002164532365
330	0.002162222089
331	0.002160024213
332	0.00215711136
333	0.002154341669
334	0.002150272649
335	0.002148230776
336	0.002145313968
337	0.002142892009
338	0.002139627433
339	0.002136634507
340	0.002133622745
341	0.002131228315
342	0.002128734549
343	0.002127855394
344	0.002125448233
345	0.002122971178
346	0.002119989748
347	0.002119087091
348	0.002117023223
349	0.002114492476
350	0.002111899699
351	0.002109002167
352	0.002106772006
353	0.002105881445
354	0.002103653548
355	0.002101630351
356	0.002099887228
357	0.002097039288
358	0.002093983845
359	0.002091223438
360	0.002088801355
361	0.00208635451
362	0.002084134386
363	0.002082274929
364	0.002079680972
365	0.002077582124
366	0.002075952702
367	0.002073473882
368	0.002070673913
369	0.002069913038
370	0.00206799079
371	0.00206514097
372	0.002061730438
373	0.002058912721
374	0.002057374837
375	0.002056110969
376	0.002053344315
377	0.00205175253
378	0.002049318993
379	0.00204877153
380	0.002045601507
381	0.002042982109
382	0.002040971453
383	0.002038904745
384	0.002036121636
385	0.002033906841
386	0.002032092583
387	0.002030181738
388	0.002027585309
389	0.002025423715
390	0.002022955848
391	0.002021106341
392	0.002019213496
393	0.002016507931
394	0.002015809718
395	0.002014921632
396	0.002013200225
397	0.002010817468
398	0.002009130411
399	0.002007409376
400	0.002005255596
401	0.002003302185
402	0.002001773438
403	0.001999220888
404	0.00199725985
405	0.001996612122
406	0.001994063954
407	0.001992295013
408	0.001990172485
409	0.001987164724
410	0.001985031981
411	0.001984430175
412	0.001983507948
413	0.001981007975
414	0.001977741206
415	0.001975282734
416	0.001973701789
417	0.001969650247
418	0.001967496784
419	0.001965161165
420	0.001963566134
421	0.001961209842
422	0.001958872706
423	0.00195639658
424	0.00195468487
425	0.001953432336
426	0.001951250903
427	0.0019487027
428	0.001946238583
429	0.001943908173
430	0.001941219744
431	0.0019400606
432	0.001938866452
433	0.001937916502
434	0.001936832078
435	0.001934783749
436	0.001934335501
437	0.001933725638
438	0.001931233616
439	0.001928996193
440	0.001927085507
441	0.001926559396
442	0.001925199208
443	0.001923491168
444	0.001921797778
445	0.001920058481
446	0.001918091358
447	0.001916047606
448	0.001914430772
449	0.001912680676
450	0.00191134987
451	0.001909170782
452	0.00190665788
453	0.001905202741
454	0.00190368878
455	0.001901347922
456	0.001899684756
457	0.00189720532
458	0.001895759914
459	0.001893364665
460	0.001891958166
461	0.001891256712
462	0.00188894621
463	0.001887563183
464	0.001885959337
465	0.001885380311
466	0.001884198227
467	0.001882253359
468	0.001880223935
469	0.001876992715
470	0.001874952712
471	0.001873613188
472	0.001871976713
473	0.001871497204
474	0.001870036318
475	0.001869092376
476	0.001867395884
477	0.001864793141
478	0.001862619162
479	0.001860637841
480	0.001859471365
481	0.001857634133
482	0.001855402527
483	0.001853612796
484	0.001851609962
485	0.001850557331
486	0.001849735045
487	0.001848078163
488	0.001846129253
489	0.001845012179
490	0.001843284951
491	0.001841851023
492	0.001841204153
493	0.001839771273
494	0.001838524317
495	0.00183690928
496	0.001834484824
497	0.001833246226
498	0.00183155755
499	0.001830419215
